STOP_ID,STOP_NAME,STATION_NAME,MAP_ID,ADA,RED,BLUE,G,BRN,P,Pexp,Y,Pnk,O,Location
30161,18th (Loop-bound),18th,40830,true,false,false,false,false,false,false,false,true,false,"(41.857908, -87.669147)"
30162,18th (54th/Cermak-bound),18th,40830,true,false,false,false,false,false,false,false,true,false,"(41.857908, -87.669147)"
30113,54th/Cermak (Loop-bound),54th/Cermak,40580,true,false,false,false,false,false,false,false,true,false,"(41.85177331, -87.75669201)"
30114,54th/Cermak (Terminal arrival),54th/Cermak,40580,true,false,false,false,false,false,false,false,true,false,"(41.85177331, -87.75669201)"
30132,Adams/Wabash (Inner Loop),Adams/Wabash,40680,false,false,false,true,false,false,true,false,true,true,"(41.879507, -87.626037)"
30131,Adams/Wabash (Outer Loop),Adams/Wabash,40680,false,false,false,true,true,false,false,false,false,false,"(41.879507, -87.626037)"
30240,Addison (Forest Pk-bound),Addison,41240,true,false,true,false,false,false,false,false,false,false,"(41.94738, -87.71906)"
30277,Addison (Kimball-bound),Addison,41440,true,false,false,false,true,false,false,false,false,false,"(41.947028, -87.674642)"
30274,Addison (95th-bound),Addison,41420,true,true,false,false,false,false,false,false,false,false,"(41.947428, -87.653626)"
30278,Addison (Loop-bound),Addison,41440,true,false,false,false,true,false,false,false,false,false,"(41.947028, -87.674642)"
30273,Addison (Howard-bound),Addison,41420,true,true,false,false,false,false,false,false,false,false,"(41.947428, -87.653626)"
30239,Addison (O'Hare-bound),Addison,41240,true,false,true,false,false,false,false,false,false,false,"(41.94738, -87.71906)"
30128,Armitage (Loop-bound),Armitage,40660,true,false,false,false,true,false,true,false,false,false,"(41.918217, -87.652644)"
30127,Armitage (Kimball-Linden-bound),Armitage,40660,true,false,false,false,true,false,true,false,false,false,"(41.918217, -87.652644)"
30001,Austin (O'Hare-bound),Austin,40010,false,false,true,false,false,false,false,false,false,false,"(41.870851, -87.776812)"
30002,Austin (Forest Pk-bound),Austin,40010,false,false,true,false,false,false,false,false,false,false,"(41.870851, -87.776812)"
30243,Austin (63rd-bound),Austin,41260,false,false,false,true,false,false,false,false,false,false,"(41.887293, -87.774135)"
30244,Austin (Harlem-bound),Austin,41260,false,false,false,true,false,false,false,false,false,false,"(41.887293, -87.774135)"
30258,Belmont (Loop-bound),Belmont,41320,true,false,false,false,true,false,true,false,false,false,"(41.939751, -87.65338)"
30013,Belmont (O'Hare Branch) (Forest Pk-bound),Belmont,40060,false,false,true,false,false,false,false,false,false,false,"(41.938132, -87.712359)"
30012,Belmont (O'Hare Branch) (O'Hare-bound),Belmont,40060,false,false,true,false,false,false,false,false,false,false,"(41.938132, -87.712359)"
30256,Belmont (95th-bound),Belmont,41320,true,true,false,false,false,false,false,false,false,false,"(41.939751, -87.65338)"
30255,Belmont (Howard-bound),Belmont,41320,true,true,false,false,false,false,false,false,false,false,"(41.939751, -87.65338)"
30257,Belmont (Kimball-Linden-bound),Belmont,41320,true,false,false,false,true,false,true,false,false,false,"(41.939751, -87.65338)"
30086,California (Loop-bound),California,40440,true,false,false,false,false,false,false,false,true,false,"(41.854109, -87.694774)"
30087,California (54th/Cermak-bound),California,40440,true,false,false,false,false,false,false,false,true,false,"(41.854109, -87.694774)"
30111,California (O'Hare-bound),California,40570,false,false,true,false,false,false,false,false,false,false,"(41.921939, -87.69689)"
30112,California (Forest Pk-bound),California,40570,false,false,true,false,false,false,false,false,false,false,"(41.921939, -87.69689)"
30266,California (Harlem-bound),California,41360,true,false,false,true,false,false,false,false,false,false,"(41.88422, -87.696234)"
30265,California (63rd-bound),California,41360,true,false,false,true,false,false,false,false,false,false,"(41.88422, -87.696234)"
30055,Central (Harlem-bound),Central,40280,true,false,false,true,false,false,false,false,false,false,"(41.887389, -87.76565)"
30054,Central (63rd-bound),Central,40280,true,false,false,true,false,false,false,false,false,false,"(41.887389, -87.76565)"
30151,Central Park (Loop-bound),Central Park,40780,true,false,false,false,false,false,false,false,true,false,"(41.853839, -87.714842)"
30152,Central Park (54th/Cermak-bound),Central Park,40780,true,false,false,false,false,false,false,false,true,false,"(41.853839, -87.714842)"
30194,Cermak-Chinatown (95th-bound),Cermak-Chinatown,41000,true,true,false,false,false,false,false,false,false,false,"(41.853206, -87.630968)"
30193,Cermak-Chinatown (Howard-bound),Cermak-Chinatown,41000,true,true,false,false,false,false,false,false,false,false,"(41.853206, -87.630968)"
30382,Cermak-McCormick Place (63rd-bound),Cermak-McCormick Place,41690,true,false,false,true,false,false,false,false,false,false,"(41.853115, -87.626402)"
30032,Ashland (Loop-63rd-bound),Ashland,40170,true,false,false,true,false,false,false,false,true,false,"(41.885269, -87.666969)"
30381,Cermak-McCormick Place (Harlem-bound),Cermak-McCormick Place,41690,true,false,false,true,false,false,false,false,false,false,"(41.853115, -87.626402)"
30138,Chicago (Loop-bound),Chicago,40710,true,false,false,false,true,false,true,false,false,false,"(41.89681, -87.635924)"
30271,Chicago (O'Hare-bound),Chicago,41410,false,false,true,false,false,false,false,false,false,false,"(41.896075, -87.655214)"
30272,Chicago (Forest Pk-bound),Chicago,41410,false,false,true,false,false,false,false,false,false,false,"(41.896075, -87.655214)"
30279,Chicago (Howard-bound),Chicago,41450,true,true,false,false,false,false,false,false,false,false,"(41.896671, -87.628176)"
30280,Chicago (95th-bound),Chicago,41450,true,true,false,false,false,false,false,false,false,false,"(41.896671, -87.628176)"
30137,Chicago (Kimball-Linden-bound),Chicago,40710,true,false,false,false,true,false,true,false,false,false,"(41.89681, -87.635924)"
30187,Cicero (O'Hare-bound),Cicero,40970,false,false,true,false,false,false,false,false,false,false,"(41.871574, -87.745154)"
30083,Cicero (54th/Cermak-bound),Cicero,40420,true,false,false,false,false,false,false,false,true,false,"(41.85182, -87.745336)"
30082,Cicero (Loop-bound),Cicero,40420,true,false,false,false,false,false,false,false,true,false,"(41.85182, -87.745336)"
30188,Cicero (Forest Pk-bound),Cicero,40970,false,false,true,false,false,false,false,false,false,false,"(41.871574, -87.745154)"
30009,Cicero (Harlem-bound),Cicero,40480,true,false,false,true,false,false,false,false,false,false,"(41.886519, -87.744698)"
30094,Cicero (63rd-bound),Cicero,40480,true,false,false,true,false,false,false,false,false,false,"(41.886519, -87.744698)"
30122,Clark/Division (95th-bound),Clark/Division,40630,true,true,false,false,false,false,false,false,false,false,"(41.90392, -87.631412)"
30121,Clark/Division (Howard-bound),Clark/Division,40630,true,true,false,false,false,false,false,false,false,false,"(41.90392, -87.631412)"
30074,Clark/Lake (Inner Loop),Clark/Lake,40380,true,false,false,true,false,false,true,false,true,true,"(41.885737, -87.630886)"
30075,Clark/Lake (Outer Loop),Clark/Lake,40380,true,false,false,true,true,false,false,false,false,false,"(41.885737, -87.630886)"
30374,Clark/Lake (Forest Pk-bound),Clark/Lake,40380,true,false,true,false,false,false,false,false,false,false,"(41.885737, -87.630886)"
30375,Clark/Lake (O'Hare-bound),Clark/Lake,40380,true,false,true,false,false,false,false,false,false,false,"(41.885737, -87.630886)"
30222,Clinton (Harlem-54th/Cermak-bound),Clinton,41160,true,false,false,true,false,false,false,false,true,false,"(41.885678, -87.641782)"
30221,Clinton (Loop-63rd-bound),Clinton,41160,true,false,false,true,false,false,false,false,true,false,"(41.885678, -87.641782)"
30085,Clinton (Forest Pk-bound),Clinton,40430,false,false,true,false,false,false,false,false,false,false,"(41.875539, -87.640984)"
30084,Clinton (O'Hare-bound),Clinton,40430,false,false,true,false,false,false,false,false,false,false,"(41.875539, -87.640984)"
30291,Conservatory (63rd-bound),Conservatory,41670,true,false,false,true,false,false,false,false,false,false,"(41.884904, -87.716523)"
30292,Conservatory (Harlem-bound),Conservatory,41670,true,false,false,true,false,false,false,false,false,false,"(41.884904, -87.716523)"
30041,Damen (54th/Cermak-bound),Damen,40210,true,false,false,false,false,false,false,false,true,false,"(41.854517, -87.675975)"
30040,Damen (Loop-bound),Damen,40210,true,false,false,false,false,false,false,false,true,false,"(41.854517, -87.675975)"
30116,Damen/Milwaukee (Forest Pk-bound),Damen,40590,false,false,true,false,false,false,false,false,false,false,"(41.909744, -87.677437)"
30115,Damen/Milwaukee (O'Hare-bound),Damen,40590,false,false,true,false,false,false,false,false,false,false,"(41.909744, -87.677437)"
30103,Diversey (Kimball-Linden-bound),Diversey,40530,true,false,false,false,true,false,true,false,false,false,"(41.932732, -87.653131)"
30104,Diversey (Loop-bound),Diversey,40530,true,false,false,false,true,false,true,false,false,false,"(41.932732, -87.653131)"
30062,Division (O'Hare-bound),Division,40320,false,false,true,false,false,false,false,false,false,false,"(41.903355, -87.666496)"
30063,Division (Forest Pk-bound),Division,40320,false,false,true,false,false,false,false,false,false,false,"(41.903355, -87.666496)"
30077,Forest Park (Terminal Arrival),Forest Park,40390,true,false,true,false,false,false,false,false,false,false,"(41.874257, -87.817318)"
30076,Forest Park (O'Hare-bound),Forest Park,40390,true,false,true,false,false,false,false,false,false,false,"(41.874257, -87.817318)"
30234,Fullerton (95th-bound),Fullerton,41220,true,true,false,false,false,false,false,false,false,false,"(41.925051, -87.652866)"
30236,Fullerton (Loop-bound),Fullerton,41220,true,false,false,false,true,false,true,false,false,false,"(41.925051, -87.652866)"
30235,Fullerton (Kimball-Linden-bound),Fullerton,41220,true,false,false,false,true,false,true,false,false,false,"(41.925051, -87.652866)"
30233,Fullerton (Howard-bound),Fullerton,41220,true,true,false,false,false,false,false,false,false,false,"(41.925051, -87.652866)"
30096,Grand/Milwaukee (Forest Pk-bound),Grand,40490,false,false,true,false,false,false,false,false,false,false,"(41.891189, -87.647578)"
30064,Grand/State (Howard-bound),Grand,40330,true,true,false,false,false,false,false,false,false,false,"(41.891665, -87.628021)"
30065,Grand/State (95th-bound),Grand,40330,true,true,false,false,false,false,false,false,false,false,"(41.891665, -87.628021)"
30095,Grand/Milwaukee (O'Hare-bound),Grand,40490,false,false,true,false,false,false,false,false,false,false,"(41.891189, -87.647578)"
30216,Halsted (Midway-bound),Halsted,41130,true,false,false,false,false,false,false,false,false,true,"(41.84678, -87.648088)"
30215,Halsted (Loop-bound),Halsted,41130,true,false,false,false,false,false,false,false,false,true,"(41.84678, -87.648088)"
30189,Harlem (Forest Pk Branch) (O'Hare-bound),Harlem,40980,false,false,true,false,false,false,false,false,false,false,"(41.87349, -87.806961)"
30190,Harlem (Forest Pk Branch) (Terminal arrival),Harlem,40980,false,false,true,false,false,false,false,false,false,false,"(41.87349, -87.806961)"
30003,Harlem (63rd-bound),Harlem/Lake,40020,true,false,false,true,false,false,false,false,false,false,"(41.886848, -87.803176)"
30004,Harlem (Terminal arrival),Harlem/Lake,40020,true,false,false,true,false,false,false,false,false,false,"(41.886848, -87.803176)"
30165,H.W. Library (Outer Loop),Harold Washington Library-State/Van Buren,40850,true,false,false,false,true,false,false,false,false,false,"(41.876862, -87.628196)"
30166,H.W. Library (Inner Loop),Harold Washington Library-State/Van Buren,40850,true,false,false,false,false,false,true,false,true,true,"(41.876862, -87.628196)"
30286,Harrison (95th-bound),Harrison,41490,false,true,false,false,false,false,false,false,false,false,"(41.874039, -87.627479)"
30285,Harrison (Howard-bound),Harrison,41490,false,true,false,false,false,false,false,false,false,false,"(41.874039, -87.627479)"
30157,Illinois Medical District (O'Hare-bound),Illinois Medical District,40810,true,false,true,false,false,false,false,false,false,false,"(41.875706, -87.673932)"
30158,Illinois Medical District (Forest Pk-bound),Illinois Medical District,40810,true,false,true,false,false,false,false,false,false,false,"(41.875706, -87.673932)"
30282,Irving Park (Loop-bound),Irving Park,41460,true,false,false,false,true,false,false,false,false,false,"(41.954521, -87.674868)"
30107,Irving Park (O'Hare Branch) (O'Hare-bound),Irving Park,40550,false,false,true,false,false,false,false,false,false,false,"(41.952925, -87.729229)"
30108,Irving Park (O'Hare Branch) (Forest Pk-bound),Irving Park,40550,false,false,true,false,false,false,false,false,false,false,"(41.952925, -87.729229)"
30281,Irving Park (Kimball-bound),Irving Park,41460,true,false,false,false,true,false,false,false,false,false,"(41.954521, -87.674868)"
30014,Jackson/Dearborn (O'Hare-bound),Jackson,40070,true,false,true,false,false,false,false,false,false,false,"(41.878183, -87.629296)"
30110,Jackson/State (95th-bound),Jackson,40560,true,true,false,false,false,false,false,false,false,false,"(41.878153, -87.627596)"
30109,Jackson/State (Howard-bound),Jackson,40560,true,true,false,false,false,false,false,false,false,false,"(41.878153, -87.627596)"
30015,Jackson/Dearborn (Forest Pk-bound),Jackson,40070,true,false,true,false,false,false,false,false,false,false,"(41.878183, -87.629296)"
30202,Kedzie (54th/Cermak-bound),Kedzie,41040,true,false,false,false,false,false,false,false,true,false,"(41.853964, -87.705408)"
30201,Kedzie (Loop-bound),Kedzie,41040,true,false,false,false,false,false,false,false,true,false,"(41.853964, -87.705408)"
30207,Kedzie (63rd-bound),Kedzie,41070,true,false,false,true,false,false,false,false,false,false,"(41.884321, -87.706155)"
30208,Kedzie (Harlem-bound),Kedzie,41070,true,false,false,true,false,false,false,false,false,false,"(41.884321, -87.706155)"
30049,Kedzie-Homan (Forest Pk-bound),Kedzie-Homan,40250,true,false,true,false,false,false,false,false,false,false,"(41.874341, -87.70604)"
30048,Kedzie-Homan (O'Hare-bound),Kedzie-Homan,40250,true,false,true,false,false,false,false,false,false,false,"(41.874341, -87.70604)"
30117,Kostner (Loop-bound),Kostner,40600,true,false,false,false,false,false,false,false,true,false,"(41.853751, -87.733258)"
30118,Kostner (54th/Cermak-bound),Kostner,40600,true,false,false,false,false,false,false,false,true,false,"(41.853751, -87.733258)"
30290,Lake (95th-bound),Lake,41660,true,true,false,false,false,false,false,false,false,false,"(41.884809, -87.627813)"
30289,Lake (Howard-bound),Lake,41660,true,true,false,false,false,false,false,false,false,false,"(41.884809, -87.627813)"
30135,Laramie (63rd-bound),Laramie,40700,true,false,false,true,false,false,false,false,false,false,"(41.887163, -87.754986)"
30136,Laramie (Harlem-bound),Laramie,40700,true,false,false,true,false,false,false,false,false,false,"(41.887163, -87.754986)"
30262,LaSalle (Forest Pk-bound),LaSalle,41340,false,false,true,false,false,false,false,false,false,false,"(41.875568, -87.631722)"
30261,LaSalle (O'Hare-bound),LaSalle,41340,false,false,true,false,false,false,false,false,false,false,"(41.875568, -87.631722)"
30030,LaSalle/Van Buren (Outer Loop),LaSalle/Van Buren,40160,false,false,false,false,true,false,false,false,false,false,"(41.8768, -87.631739)"
30031,LaSalle/Van Buren (Inner Loop),LaSalle/Van Buren,40160,false,false,false,false,false,false,true,false,true,true,"(41.8768, -87.631739)"
30197,Logan Square (O'Hare-bound),Logan Square,41020,true,false,true,false,false,false,false,false,false,false,"(41.929728, -87.708541)"
30198,Logan Square (Forest Pk-bound),Logan Square,41020,true,false,true,false,false,false,false,false,false,false,"(41.929728, -87.708541)"
30091,Merchandise Mart (Loop-bound),Merchandise Mart,40460,true,false,false,false,true,false,true,false,false,false,"(41.888969, -87.633924)"
30090,Merchandise Mart (Kimball-Linden-bound),Merchandise Mart,40460,true,false,false,false,true,false,true,false,false,false,"(41.888969, -87.633924)"
30153,Monroe (O'Hare-bound),Monroe,40790,false,false,true,false,false,false,false,false,false,false,"(41.880703, -87.629378)"
30211,Monroe (Howard-bound),Monroe,41090,false,true,false,false,false,false,false,false,false,false,"(41.880745, -87.627696)"
30212,Monroe (95th-bound),Monroe,41090,false,true,false,false,false,false,false,false,false,false,"(41.880745, -87.627696)"
30154,Monroe (Forest Pk-bound),Monroe,40790,false,false,true,false,false,false,false,false,false,false,"(41.880703, -87.629378)"
30296,Morgan (Harlem-54th/Cermak-bound),Morgan,41510,true,false,false,true,false,false,false,false,true,false,"(41.885586, -87.652193)"
30295,Morgan (Loop-63rd-bound),Morgan,41510,true,false,false,true,false,false,false,false,true,false,"(41.885586, -87.652193)"
30125,North/Clybourn (Howard-bound),North/Clybourn,40650,false,true,false,false,false,false,false,false,false,false,"(41.910655, -87.649177)"
30126,North/Clybourn (95th-bound),North/Clybourn,40650,false,true,false,false,false,false,false,false,false,false,"(41.910655, -87.649177)"
30263,Oak Park (63rd-bound),Oak Park,41350,false,false,false,true,false,false,false,false,false,false,"(41.886988, -87.793783)"
30035,Oak Park (Forest Pk-bound),Oak Park,40180,false,false,true,false,false,false,false,false,false,false,"(41.872108, -87.791602)"
30034,Oak Park (O'Hare-bound),Oak Park,40180,false,false,true,false,false,false,false,false,false,false,"(41.872108, -87.791602)"
30264,Oak Park (Harlem-bound),Oak Park,41350,false,false,false,true,false,false,false,false,false,false,"(41.886988, -87.793783)"
30254,Paulina (Loop-bound),Paulina,41310,true,false,false,false,true,false,false,false,false,false,"(41.943623, -87.670907)"
30253,Paulina (Kimball-bound),Paulina,41310,true,false,false,false,true,false,false,false,false,false,"(41.943623, -87.670907)"
30200,Polk (54th/Cermak-bound),Polk,41030,true,false,false,false,false,false,false,false,true,false,"(41.871551, -87.66953)"
30199,Polk (Loop-bound),Polk,41030,true,false,false,false,false,false,false,false,true,false,"(41.871551, -87.66953)"
30028,Pulaski (Loop-bound),Pulaski,40150,true,false,false,false,false,false,false,false,true,false,"(41.853732, -87.724311)"
30029,Pulaski (54th/Cermak-bound),Pulaski,40150,true,false,false,false,false,false,false,false,true,false,"(41.853732, -87.724311)"
30180,Pulaski (Forest Pk-bound),Pulaski,40920,false,false,true,false,false,false,false,false,false,false,"(41.873797, -87.725663)"
30179,Pulaski (O'Hare-bound),Pulaski,40920,false,false,true,false,false,false,false,false,false,false,"(41.873797, -87.725663)"
30005,Pulaski (63rd-bound),Pulaski,40030,true,false,false,true,false,false,false,false,false,false,"(41.885412, -87.725404)"
30006,Pulaski (Harlem-bound),Pulaski,40030,true,false,false,true,false,false,false,false,false,false,"(41.885412, -87.725404)"
30007,Quincy/Wells (Inner Loop),Quincy/Wells,40040,false,false,false,false,false,false,true,false,true,true,"(41.878723, -87.63374)"
30008,Quincy/Wells (Outer Loop),Quincy/Wells,40040,false,false,false,false,true,false,false,false,false,false,"(41.878723, -87.63374)"
30093,Racine (Forest Pk-bound),Racine,40470,false,false,true,false,false,false,false,false,false,false,"(41.87592, -87.659458)"
30092,Racine (O'Hare-bound),Racine,40470,false,false,true,false,false,false,false,false,false,false,"(41.87592, -87.659458)"
30120,Ridgeland (Harlem-bound),Ridgeland,40610,false,false,false,true,false,false,false,false,false,false,"(41.887159, -87.783661)"
30119,Ridgeland (63rd-bound),Ridgeland,40610,false,false,false,true,false,false,false,false,false,false,"(41.887159, -87.783661)"
30081,Roosevelt (Midway-63rd-bound),Roosevelt,41400,true,false,false,true,false,false,false,false,false,true,"(41.867405, -87.62659)"
30080,Roosevelt (Loop-Harlem-bound),Roosevelt,41400,true,false,false,true,false,false,false,false,false,true,"(41.867405, -87.62659)"
30269,Roosevelt (Howard-bound),Roosevelt,41400,true,true,false,false,false,false,false,false,false,false,"(41.867368, -87.627402)"
30270,Roosevelt (95th-bound),Roosevelt,41400,true,true,false,false,false,false,false,false,false,false,"(41.867368, -87.627402)"
30155,Sedgwick (Kimball-Linden-bound),Sedgwick,40800,true,false,false,false,true,false,true,false,false,false,"(41.910409, -87.639302)"
30156,Sedgwick (Loop-bound),Sedgwick,40800,true,false,false,false,true,false,true,false,false,false,"(41.910409, -87.639302)"
30017,Sheridan (95th-bound),Sheridan,40080,false,true,false,false,false,false,false,false,false,false,"(41.953775, -87.654929)"
30016,Sheridan (Howard-bound),Sheridan,40080,false,true,false,false,false,false,false,false,false,false,"(41.953775, -87.654929)"
30293,Sheridan (Howard-Linden-bound),Sheridan,40080,false,false,false,false,false,false,false,false,false,false,"(41.953775, -87.654929)"
30294,Sheridan (Loop-bound),Sheridan,40080,false,false,false,false,false,false,false,false,false,false,"(41.953775, -87.654929)"
30070,Southport (Kimball-bound),Southport,40360,true,false,false,false,true,false,false,false,false,false,"(41.943744, -87.663619)"
30071,Southport (Loop-bound),Southport,40360,true,false,false,false,true,false,false,false,false,false,"(41.943744, -87.663619)"
30051,State/Lake (Outer Loop),State/Lake,40260,false,false,false,true,true,false,false,false,false,false,"(41.88574, -87.627835)"
30050,State/Lake (Inner Loop),State/Lake,40260,false,false,false,true,false,false,true,false,true,true,"(41.88574, -87.627835)"
30069,UIC-Halsted (Forest Pk-bound),UIC-Halsted,40350,true,false,true,false,false,false,false,false,false,false,"(41.875474, -87.649707)"
30068,UIC-Halsted (O'Hare-bound),UIC-Halsted,40350,true,false,true,false,false,false,false,false,false,false,"(41.875474, -87.649707)"
30073,Washington (Forest Pk-bound),Washington,40370,false,false,true,false,false,false,false,false,false,false,"(41.883164, -87.62944)"
30072,Washington (O'Hare-bound),Washington,40370,false,false,true,false,false,false,false,false,false,false,"(41.883164, -87.62944)"
30383,Washington/Wabash (Outer Loop),Washington/Wabash,41700,true,false,false,true,true,false,false,false,false,false,"(41.88322, -87.626189)"
30384,Washington/Wabash (Inner Loop),Washington/Wabash,41700,true,false,false,true,false,false,true,false,true,true,"(41.88322, -87.626189)"
30141,Washington/Wells (Inner Loop),Washington/Wells,40730,true,false,false,false,false,false,true,false,true,true,"(41.882695, -87.63378)"
30142,Washington/Wells (Outer Loop),Washington/Wells,40730,true,false,false,false,true,false,false,false,false,false,"(41.882695, -87.63378)"
30231,Wellington (Kimball-Linden-bound),Wellington,41210,true,false,false,false,true,false,true,false,false,false,"(41.936033, -87.653266)"
30232,Wellington (Loop-bound),Wellington,41210,true,false,false,false,true,false,true,false,false,false,"(41.936033, -87.653266)"
30129,Western (O'Hare Branch) (O'Hare-bound),Western,40670,true,false,true,false,false,false,false,false,false,false,"(41.916157, -87.687364)"
30143,Western (Loop-bound),Western,40740,true,false,false,false,false,false,false,false,true,false,"(41.854225, -87.685129)"
30144,Western (54th/Cermak-bound),Western,40740,true,false,false,false,false,false,false,false,true,false,"(41.854225, -87.685129)"
30130,Western (O'Hare Branch) (Forest Pk-bound),Western,40670,true,false,true,false,false,false,false,false,false,false,"(41.916157, -87.687364)"
30042,Western (Forest Pk Branch) (O'Hare-bound),Western,40220,false,false,true,false,false,false,false,false,false,false,"(41.875478, -87.688436)"
30043,Western (Forest Pk Branch) (Forest Pk-bound),Western,40220,false,false,true,false,false,false,false,false,false,false,"(41.875478, -87.688436)"
30033,Ashland (Harlem-54th/Cermak-bound),Ashland,40170,true,false,false,true,false,false,false,false,true,false,"(41.885269, -87.666969)"
